femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,lastRefresh,hash,id,year
FM-5371-OR,5371,OR,FM,2020-09-10 00:00:00+00:00,2020,Fire,2020-09-08 00:00:00+00:00,2020-09-15 00:00:00+00:00,,False,41,071,99071,Yamhill (County),20286,,2023-05-22T03:41:22.800Z,076704fd833e52aed49b302b3af1d30d3560027a,3b208314-fc29-4034-b7a8-c9c4a6946d19,2020
FM-5370-OR,5370,OR,FM,2020-09-10 00:00:00+00:00,2020,Fire,2020-09-08 00:00:00+00:00,2020-10-06 00:00:00+00:00,,False,41,005,99005,Clackamas (County),20284,,2023-05-22T03:41:22.800Z,b7dc1a140098c6c3a60c6119b7cabb33a2e03d41,2ab42969-9c76-455b-8ce4-6db9e5d8c1d7,2020
FM-5369-OR,5369,OR,FM,2020-09-10 00:00:00+00:00,2020,Fire,2020-09-09 00:00:00+00:00,2020-11-03 00:00:00+00:00,,False,41,033,99033,Josephine (County),20285,,2023-05-22T03:41:22.800Z,eb61f3f48676376fb4579ac0e51fbd8dec7d63a2,6a015def-c871-4b3a-9efe-c8d1f904aac8,2020
FM-5368-OR,5368,OR,FM,2020-09-10 00:00:00+00:00,2020,Fire,2020-09-08 00:00:00+00:00,2020-09-14 00:00:00+00:00,,False,41,057,99057,Tillamook (County),20283,,2023-05-22T03:41:22.800Z,b1b7fb0156667545e03ec4beaaf0a77e7dccc9c3,f696e954-dddc-484c-899d-f4b59e685d93,2020
FM-5366-OR,5366,OR,FM,2020-09-09 00:00:00+00:00,2020,Fire,2020-09-08 00:00:00+00:00,2020-10-15 00:00:00+00:00,,False,41,005,99005,Clackamas (County),20282,,2023-05-22T03:41:22.800Z,f4916d77d9c40b5c183b2a3f1b62ed46a55c49ed,4bbb2c44-0665-4e71-9802-711e521c96a2,2020
FM-5365-OR,5365,OR,FM,2020-09-09 00:00:00+00:00,2020,Fire,2020-09-08 00:00:00+00:00,2020-10-15 00:00:00+00:00,,False,41,019,99019,Douglas (County),20280,,2023-05-22T03:41:22.800Z,8b51f132990504d49bc0cd3ea76fbfa61613bf87,3882ac5a-221f-414a-bbdd-871c2e8f09a3,2020
FM-5364-OR,5364,OR,FM,2020-09-09 00:00:00+00:00,2020,Fire,2020-09-08 00:00:00+00:00,2020-09-15 00:00:00+00:00,,False,41,029,99029,Jackson (County),20279,,2023-05-22T03:41:22.800Z,20dc2934fb164a73bf7107aef087eda782137576,40ecee57-f8dd-4a05-a871-3183b525cf4e,2020
FM-5363-CA,5363,CA,FM,2020-09-09 00:00:00+00:00,2020,Fire,2020-08-17 00:00:00+00:00,,,False,06,007,99007,Butte (County),20270,,2023-05-22T03:41:22.800Z,201d03943f8856d323cb9ea4b2be2581c9b00cfc,5f5c0f95-ef1a-4c65-ba8a-fd92e3e5391d,2020
FM-5363-CA,5363,CA,FM,2020-09-09 00:00:00+00:00,2020,Fire,2020-08-17 00:00:00+00:00,,,False,06,063,99063,Plumas (County),20270,,2023-05-22T03:41:22.800Z,14e1169327632df72685f59dc2498345255625fd,8fcb5518-cc2d-4c76-8c9f-481f4a964dfb,2020
FM-5363-CA,5363,CA,FM,2020-09-09 00:00:00+00:00,2020,Fire,2020-08-17 00:00:00+00:00,,,False,06,115,99115,Yuba (County),20270,,2023-05-22T03:41:22.800Z,210f0956addedf251f82995242e8ab5af0bb6312,b32c0d62-9ca6-42c2-80a2-6099d6ac8f64,2020
FM-5362-OR,5362,OR,FM,2020-09-09 00:00:00+00:00,2020,Fire,2020-09-08 00:00:00+00:00,2020-09-22 00:00:00+00:00,,False,41,041,99041,Lincoln (County),20274,,2023-05-22T03:41:22.800Z,1d559f676870a28487607cb11fbcf124cb32e056,c69e7289-f26d-429a-92dc-5621339da802,2020
FM-5361-CA,5361,CA,FM,2020-09-09 00:00:00+00:00,2020,Fire,2020-09-08 00:00:00+00:00,,,False,06,093,99093,Siskiyou (County),20269,,2023-05-22T03:41:22.800Z,1889d42d802e60227105477a92b2b5c31fa635d0,4947ec7d-c0cd-43a3-9b6a-a786b4c5d6f7,2020
FM-5360-WA,5360,WA,FM,2020-09-09 00:00:00+00:00,2020,Fire,2020-09-08 00:00:00+00:00,2020-09-15 00:00:00+00:00,,False,53,053,99053,Pierce (County),20277,,2023-05-22T03:41:22.800Z,f2159a22bb88f41f257e3bca3ed285dfe4c1ae96,8471f479-42b0-436f-b44e-e151478471a6,2020
FM-5359-WA,5359,WA,FM,2020-09-09 00:00:00+00:00,2020,Fire,2020-09-08 00:00:00+00:00,2020-09-11 00:00:00+00:00,,False,53,067,99067,Thurston (County),20276,,2023-05-22T03:41:22.800Z,5432515e6d245ff3ab8cb054b4af4518b76c6416,985f46b7-bb3b-4d33-93b2-1244985debf4,2020
FM-5358-OR,5358,OR,FM,2020-09-08 00:00:00+00:00,2020,Fire,2020-09-08 00:00:00+00:00,2020-09-14 00:00:00+00:00,,False,41,067,99067,Washington (County),20275,,2023-05-22T03:41:22.800Z,11dfe35a1a3674a0698c2ba826d0ce4a6f94fc6a,5b068c41-9d63-4b70-a448-64b258296cfb,2020
FM-5356-OR,5356,OR,FM,2020-09-08 00:00:00+00:00,2020,Fire,2020-09-07 00:00:00+00:00,2020-10-15 00:00:00+00:00,,False,41,000,78650,Warm Springs Indian Reservation,20271,,2023-05-22T03:41:22.800Z,95fca50e70bd56642d8d8fc600cdb975554714d5,fd159620-d9d5-4de6-ab92-6858452bdcbb,2020
FM-5356-OR,5356,OR,FM,2020-09-08 00:00:00+00:00,2020,Fire,2020-09-07 00:00:00+00:00,2020-10-15 00:00:00+00:00,,False,41,005,99005,Clackamas (County),20271,,2023-05-22T03:41:22.800Z,75cda1be90094163b207a11932a0c500fc94aca7,6441df41-6938-44c5-9c5a-ed61a32cf069,2020
FM-5356-OR,5356,OR,FM,2020-09-08 00:00:00+00:00,2020,Fire,2020-09-07 00:00:00+00:00,2020-10-15 00:00:00+00:00,,False,41,031,99031,Jefferson (County),20271,,2023-05-22T03:41:22.800Z,361e0f77b60b5f13256a07b2feeb7941465468d2,bc03fbf5-5573-42df-a1a0-7619e2d9030f,2020
FM-5356-OR,5356,OR,FM,2020-09-08 00:00:00+00:00,2020,Fire,2020-09-07 00:00:00+00:00,2020-10-15 00:00:00+00:00,,False,41,043,99043,Linn (County),20271,,2023-05-22T03:41:22.800Z,038966f736d061687a0195809c3a291c1caaaa29,475a32b0-dafc-4f8b-b2f0-21fc6091c027,2020
FM-5356-OR,5356,OR,FM,2020-09-08 00:00:00+00:00,2020,Fire,2020-09-07 00:00:00+00:00,2020-10-15 00:00:00+00:00,,False,41,047,99047,Marion (County),20271,,2023-05-22T03:41:22.800Z,955b02b1fc9639af3a541051fe967c3867937514,c88d87a3-eeb0-48a2-be2b-140002303394,2020
FM-5355-WA,5355,WA,FM,2020-09-08 00:00:00+00:00,2020,Fire,2020-09-07 00:00:00+00:00,2020-09-15 00:00:00+00:00,,False,53,063,99063,Spokane (County),20265,,2023-05-22T03:41:22.800Z,ecd17fb49d270074966e7ec60e13cb23c4aa5b6b,b5ef5873-3ca8-4e98-857d-3f17b68e12d0,2020
FM-5355-WA,5355,WA,FM,2020-09-08 00:00:00+00:00,2020,Fire,2020-09-07 00:00:00+00:00,2020-09-15 00:00:00+00:00,,False,53,075,99075,Whitman (County),20265,,2023-05-22T03:41:22.800Z,1e22472831ba06dc4b544a57ac022dbc1e8695e9,034455a2-656e-488c-afff-3b7ae4b75400,2020
FM-5354-OR,5354,OR,FM,2020-09-08 00:00:00+00:00,2020,Fire,2020-09-07 00:00:00+00:00,2020-09-23 00:00:00+00:00,,False,41,035,99035,Klamath (County),20266,,2023-05-22T03:41:22.800Z,a50fda8ccaa8ddba4f9fe68fc9aaaef5123eb3c2,9d1259ec-ae32-4863-90b9-2cfd88484fff,2020
FM-5353-UT,5353,UT,FM,2020-09-07 00:00:00+00:00,2020,Fire,2020-09-07 00:00:00+00:00,2020-09-12 00:00:00+00:00,,False,49,049,99049,Utah (County),20262,,2023-05-22T03:41:22.800Z,a66ef38e660b33ec9546297506cb4874380e2d03,767e6322-d0b0-4d65-8828-d440517946cd,2020
FM-5352-WA,5352,WA,FM,2020-09-07 00:00:00+00:00,2020,Fire,2020-09-07 00:00:00+00:00,2020-09-15 00:00:00+00:00,,False,53,007,99007,Chelan (County),20268,,2023-05-22T03:41:22.800Z,e52373fb9d1fdd93a289a4ce76d8b03b4ec62839,2667b55c-3609-401c-beed-9e2b11536cab,2020
FM-5351-WA,5351,WA,FM,2020-09-07 00:00:00+00:00,2020,Fire,2020-09-07 00:00:00+00:00,2020-09-19 00:00:00+00:00,,False,53,000,14240,Colville Indian Reservation,20267,,2023-05-22T03:41:22.800Z,d117865ba9cb69d6f555ce11720bc1d1eabf96db,8313fe56-7f62-4f20-9442-60d77bd66dd9,2020
FM-5351-WA,5351,WA,FM,2020-09-07 00:00:00+00:00,2020,Fire,2020-09-07 00:00:00+00:00,2020-09-19 00:00:00+00:00,,False,53,017,99017,Douglas (County),20267,,2023-05-22T03:41:22.800Z,26950b9c2e1e5b61b16c97d59a9a414f73ad1670,cb5002b6-06bb-4668-a533-fd1ddee166e6,2020
FM-5351-WA,5351,WA,FM,2020-09-07 00:00:00+00:00,2020,Fire,2020-09-07 00:00:00+00:00,2020-09-19 00:00:00+00:00,,False,53,047,99047,Okanogan (County),20267,,2023-05-22T03:41:22.800Z,7bcd6e7c0e883a14a7a3414ebc4b4a2eabc7a0e7,01c43d89-38e6-41d3-b941-a33b1c83bb12,2020
FM-5350-CA,5350,CA,FM,2020-09-06 00:00:00+00:00,2020,Fire,2020-09-05 00:00:00+00:00,2020-09-24 00:00:00+00:00,,False,06,071,99071,San Bernardino (County),20261,,2023-05-22T03:41:22.800Z,ed16e701fedf00857abe85d4c5708350b9cbbd7e,0cb7437f-341f-4968-a69f-f2044b4c1437,2020
FM-5349-CO,5349,CO,FM,2020-09-06 00:00:00+00:00,2020,Fire,2020-09-06 00:00:00+00:00,2020-11-02 00:00:00+00:00,2020-01-10T00:00:00.000Z,False,08,069,99069,Larimer (County),20260,,2023-05-22T03:41:22.800Z,ae590d24ae0ede786c05fe1b7350e53d9fc436fb,94f539ff-4783-4ded-86d4-00600b68cba8,2020
FM-5348-CA,5348,CA,FM,2020-09-06 00:00:00+00:00,2020,Fire,2020-09-06 00:00:00+00:00,,,False,06,019,99019,Fresno (County),20263,,2023-05-22T03:41:22.800Z,23a1751a6e6d9cf1172a510bc0ce52a7d6c26aeb,938299ff-55cb-425f-b477-3b4249851236,2020
FM-5348-CA,5348,CA,FM,2020-09-06 00:00:00+00:00,2020,Fire,2020-09-06 00:00:00+00:00,,,False,06,039,99039,Madera (County),20263,,2023-05-22T03:41:22.800Z,1df3543a5228583374f82d18ba3e8fedf3dc02e7,adb470be-a77e-4bd0-8fa2-26cf0e438758,2020
FM-5347-WY,5347,WY,FM,2020-09-05 00:00:00+00:00,2020,Fire,2020-09-05 00:00:00+00:00,2020-09-06 00:00:00+00:00,,False,56,007,99007,Carbon (County),20259,,2023-05-22T03:41:22.800Z,d55ed90f399465f65a419b094c4ec7f00fa77f76,c3ca4aa2-b7d8-49c4-b633-46c53c8ba8c2,2020
FM-5346-MT,5346,MT,FM,2020-09-05 00:00:00+00:00,2020,Fire,2020-09-05 00:00:00+00:00,2020-09-14 00:00:00+00:00,,False,30,031,99031,Gallatin (County),20258,,2023-05-22T03:41:22.800Z,7bea613e79e3c0c4204d613e72fdc3574b2274f4,74e2de20-b6cc-4ab2-9550-c54a286a5463,2020
FM-5345-MT,5345,MT,FM,2020-09-03 00:00:00+00:00,2020,Fire,2020-09-03 00:00:00+00:00,2020-09-06 00:00:00+00:00,,False,30,017,99017,Custer (County),20264,,2023-05-22T03:41:22.800Z,0c66d9334d75836d526741abc8f604727d327080,5aa8b937-1fe7-442f-81c5-5248907eec32,2020
FM-5345-MT,5345,MT,FM,2020-09-03 00:00:00+00:00,2020,Fire,2020-09-03 00:00:00+00:00,2020-09-06 00:00:00+00:00,,False,30,075,99075,Powder River (County),20264,,2023-05-22T03:41:22.800Z,ac3800bf599778890a189675031d6e877a735185,89364bdb-0127-4ac5-a2f8-d5e8b985af94,2020
FM-5345-MT,5345,MT,FM,2020-09-03 00:00:00+00:00,2020,Fire,2020-09-03 00:00:00+00:00,2020-09-06 00:00:00+00:00,,False,30,087,99087,Rosebud (County),20264,,2023-05-22T03:41:22.800Z,abd1b1e589967c8990208729fcecaafed287a1fe,e01c0bb8-2f2b-4302-942c-cdc2a75921b9,2020
FM-5344-MT,5344,MT,FM,2020-09-02 00:00:00+00:00,2020,Fire,2020-09-02 00:00:00+00:00,2020-09-06 00:00:00+00:00,,False,30,065,99065,Musselshell (County),20257,,2023-05-22T03:41:22.800Z,c6bb31ed307ed3e96462da848dfa4f3b0dec4d9a,b208fd5d-2913-447c-bb62-e41b05c52a8f,2020
FM-5344-MT,5344,MT,FM,2020-09-02 00:00:00+00:00,2020,Fire,2020-09-02 00:00:00+00:00,2020-09-06 00:00:00+00:00,,False,30,111,99111,Yellowstone (County),20257,,2023-05-22T03:41:22.800Z,608ae4306b8be6187d312133537e8720a6f62a27,d656e113-effe-4089-aac0-4264f459b081,2020
DR-4738-GA,4738,GA,DR,2023-09-07 00:00:00+00:00,2023,Hurricane,2023-08-30 00:00:00+00:00,2023-08-30 00:00:00+00:00,,False,13,019,99019,Berrien (County),23119,2023-11-06T00:00:00.000Z,2023-10-02T22:41:17.241Z,20291db7980729abdad84965c7e884dc663152ff,4885d759-1d25-425a-baa3-94f0ab133ee3,2023
FM-5342-WA,5342,WA,FM,2020-09-01 00:00:00+00:00,2020,Fire,2020-09-01 00:00:00+00:00,2020-09-14 00:00:00+00:00,,False,53,077,99077,Yakima (County),20255,,2023-05-22T03:41:22.800Z,b17037c7c2c3995626c08ae3e29f01b7c686d42d,83619afe-b676-4551-b290-4aab92265bbb,2020
FM-5341-OR,5341,OR,FM,2020-08-28 00:00:00+00:00,2020,Fire,2020-08-17 00:00:00+00:00,2020-09-10 00:00:00+00:00,,False,41,065,99065,Wasco (County),20252,,2023-05-22T03:41:22.800Z,f90354f5b5df70e67ee4ec69d9bee08dc96b96d3,312e4f44-1da1-408b-a63f-5937138202e2,2020
FM-5340-AZ,5340,AZ,FM,2020-08-26 00:00:00+00:00,2020,Fire,2020-08-17 00:00:00+00:00,,,False,04,000,62980,San Carlos Indian Reservation,20249,,2023-05-22T03:41:22.800Z,ea885c478a5e2dc5f259a4fe1f7121da92d4c124,3ba5c68f-b951-40d7-b8ef-3c50be09500b,2020
FM-5340-AZ,5340,AZ,FM,2020-08-26 00:00:00+00:00,2020,Fire,2020-08-17 00:00:00+00:00,,,False,04,007,99007,Gila (County),20249,,2023-05-22T03:41:22.800Z,8847bd6141db1a17b655f6717ea85eabe24fb11b,4b412700-68d9-407d-94a1-7371cb49e896,2020
FM-5339-CA,5339,CA,FM,2020-08-22 00:00:00+00:00,2020,Fire,2020-08-17 00:00:00+00:00,,,False,06,035,99035,Lassen (County),20246,,2023-05-22T03:41:22.800Z,1644b084ad54edd15444a3e210a793ecba2cb2dd,4226e27f-1436-4f67-bcb5-46f910a88faa,2020
FM-5338-CA,5338,CA,FM,2020-08-21 00:00:00+00:00,2020,Fire,2020-08-20 00:00:00+00:00,,,False,06,085,99085,Santa Clara (County),20247,,2023-05-22T03:41:22.800Z,6ddec7ebc90c5641c194a4c571df60c645a269ca,f18fa65b-ddbc-4497-aa92-dfb43fdcf4a6,2020
FM-5338-CA,5338,CA,FM,2020-08-21 00:00:00+00:00,2020,Fire,2020-08-20 00:00:00+00:00,,,False,06,099,99099,Stanislaus (County),20247,,2023-05-22T03:41:22.800Z,5985fed6303399e056d753d16bdf77d19bb09a15,35deea06-a1ff-476e-82c4-22804f6b37d1,2020
FM-5337-WA,5337,WA,FM,2020-08-20 00:00:00+00:00,2020,Fire,2020-08-18 00:00:00+00:00,2020-09-03 00:00:00+00:00,,False,53,047,99047,Okanogan (County),20240,,2023-05-22T03:41:22.800Z,ee8ba17dbdced9f25ee60c793e14f1abd2b9a4fa,f0c758c3-ab08-4fb4-9557-d19353a66329,2020
FM-5336-CA,5336,CA,FM,2020-08-20 00:00:00+00:00,2020,Fire,2020-08-20 00:00:00+00:00,,,False,06,081,99081,San Mateo (County),20238,,2023-05-22T03:41:22.800Z,c0a24c5fbcb4d53f39e7e11a30ec7ae842e15384,639e7627-aa9f-4131-a41c-9f278976f7c4,2020
FM-5336-CA,5336,CA,FM,2020-08-20 00:00:00+00:00,2020,Fire,2020-08-20 00:00:00+00:00,,,False,06,087,99087,Santa Cruz (County),20238,,2023-05-22T03:41:22.800Z,e0893e5321c19881d0dddd25cce244cf9aa22d56,3458c396-9d34-4052-be1b-ffc9600e79ca,2020
DR-4738-GA,4738,GA,DR,2023-09-07 00:00:00+00:00,2023,Hurricane,2023-08-30 00:00:00+00:00,2023-08-30 00:00:00+00:00,,False,13,027,99027,Brooks (County),23119,2023-11-06T00:00:00.000Z,2023-10-02T22:41:17.241Z,4ef767096568dc1e653ea908b71c0decfd5307c4,30c56126-409f-4b7a-9227-2841a3dd9b23,2023
FM-5331-CA,5331,CA,FM,2020-08-18 00:00:00+00:00,2020,Fire,2020-08-17 00:00:00+00:00,,,False,06,033,99033,Lake (County),20231,,2023-05-22T03:41:22.800Z,007f1bc09ebc5b04cab2741f46d05486a0d12e46,e63e6aa5-851b-4458-960c-114a2f33e6b0,2020
FM-5331-CA,5331,CA,FM,2020-08-18 00:00:00+00:00,2020,Fire,2020-08-17 00:00:00+00:00,,,False,06,055,99055,Napa (County),20231,,2023-05-22T03:41:22.800Z,45b12d13fcf128cbe14ad689ba351c2b9a3ed00b,3e71ce9e-0453-4d14-96da-a79d54d7129f,2020
FM-5331-CA,5331,CA,FM,2020-08-18 00:00:00+00:00,2020,Fire,2020-08-17 00:00:00+00:00,,,False,06,095,99095,Solano (County),20231,,2023-05-22T03:41:22.800Z,00cca984a2807e570a0d6f0ac92fc7be43ebb579,2c9c9d00-79a0-484f-9c2f-6e3144fbd669,2020
FM-5331-CA,5331,CA,FM,2020-08-18 00:00:00+00:00,2020,Fire,2020-08-17 00:00:00+00:00,,,False,06,097,99097,Sonoma (County),20231,,2023-05-22T03:41:22.800Z,5825d67950bfa6d7c24b08daeac54e6a97d82cfd,e297da79-0bfe-4fd7-91a3-8871bdd3b8b6,2020
FM-5331-CA,5331,CA,FM,2020-08-18 00:00:00+00:00,2020,Fire,2020-08-17 00:00:00+00:00,,,False,06,113,99113,Yolo (County),20231,,2023-05-22T03:41:22.800Z,bd220059a519c42a06b9cad8673819a44ecfbf7d,3564113e-c261-4c2a-aa03-0f57c435b557,2020
FM-5330-WA,5330,WA,FM,2020-08-17 00:00:00+00:00,2020,Fire,2020-08-16 00:00:00+00:00,2020-08-17 00:00:00+00:00,,False,53,000,79995,Yakama Reservation,20233,,2023-05-22T03:41:22.800Z,ff8b76406398673870a43ffd3d7c1b91db64f06c,99d27f81-7b35-4495-b6f8-b4dff7a424ba,2020
FM-5330-WA,5330,WA,FM,2020-08-17 00:00:00+00:00,2020,Fire,2020-08-16 00:00:00+00:00,2020-08-17 00:00:00+00:00,,False,53,077,99077,Yakima (County),20233,,2023-05-22T03:41:22.800Z,9d2f284d55c12ea368559adeaca9331d6c71ec0e,2c9942a4-133a-449a-b6c0-9b527bdb9a43,2020
FM-5328-NV,5328,NV,FM,2020-08-15 00:00:00+00:00,2020,Fire,2020-08-15 00:00:00+00:00,2020-08-26 00:00:00+00:00,,False,32,031,99031,Washoe (County),20230,,2023-05-22T03:41:22.800Z,08aefddba4673dedc2cc8dfa73582f6697c99151,2e9d1b5d-7757-4ead-b4ca-86aadb0bd4be,2020
FM-5327-OR,5327,OR,FM,2020-08-13 00:00:00+00:00,2020,Fire,2020-08-12 00:00:00+00:00,2020-08-19 00:00:00+00:00,,False,41,065,99065,Wasco (County),20226,,2023-05-22T03:41:22.800Z,b9ee266bdee27e0e4d10bcaf3dc27847ab588182,b461627d-1cfb-41c7-8d6d-83a0687d2083,2020
FM-5326-NV,5326,NV,FM,2020-08-03 00:00:00+00:00,2020,Fire,2020-08-02 00:00:00+00:00,2020-08-06 00:00:00+00:00,,False,32,031,99031,Washoe (County),20222,,2023-05-22T03:41:22.800Z,d9fc8e6046156583b12652f4e3d04c958e64417c,77740579-f406-49fc-9817-0d627cd220ce,2020
FM-5325-CA,5325,CA,FM,2020-08-02 00:00:00+00:00,2020,Fire,2020-08-02 00:00:00+00:00,2020-08-11 00:00:00+00:00,,False,06,000,49334,Morongo Indian Reservation,20221,,2023-05-22T03:41:22.800Z,b00673256c1865be25a405d697d3ce8112bd3029,a32157f6-b723-4c4d-b18b-d6f84de2d565,2020
FM-5325-CA,5325,CA,FM,2020-08-02 00:00:00+00:00,2020,Fire,2020-08-02 00:00:00+00:00,2020-08-11 00:00:00+00:00,,False,06,065,99065,Riverside (County),20221,,2023-05-22T03:41:22.800Z,b3035a765210db5a27da5822211eb1fb937a361b,88d42a69-1023-43e9-9c9c-88feaaed2544,2020
FM-5325-CA,5325,CA,FM,2020-08-02 00:00:00+00:00,2020,Fire,2020-08-02 00:00:00+00:00,2020-08-11 00:00:00+00:00,,False,06,071,99071,San Bernardino (County),20221,,2023-05-22T03:41:22.800Z,f5020e488033947d9ea94a3840834cf339eaa513,f774af2a-055e-43bd-b576-0a2029e9a60e,2020
FM-5324-MT,5324,MT,FM,2020-08-02 00:00:00+00:00,2020,Fire,2020-08-02 00:00:00+00:00,2020-08-04 00:00:00+00:00,,False,30,095,99095,Stillwater (County),20223,,2023-05-22T03:41:22.800Z,d923a65cee0112a53bcd7f71a9b71571e14c51c3,60c064e2-6589-4dc4-939d-b818c7953c1a,2020
FM-5324-MT,5324,MT,FM,2020-08-02 00:00:00+00:00,2020,Fire,2020-08-02 00:00:00+00:00,2020-08-04 00:00:00+00:00,,False,30,111,99111,Yellowstone (County),20223,,2023-05-22T03:41:22.800Z,5d3dd466ccd7708069a22774954b560bb46a7249,53cd5b76-81bc-4ed3-864b-8be82c64274b,2020
FM-5323-WA,5323,WA,FM,2020-07-28 00:00:00+00:00,2020,Fire,2020-07-27 00:00:00+00:00,2020-08-01 00:00:00+00:00,,False,53,047,99047,Okanogan (County),20217,,2023-05-22T03:41:22.800Z,59fb55c4c176f321a11ca8dd730711f49568e811,3425a7bf-9bfc-4c43-9945-e35281fcd042,2020
FM-5322-NV,5322,NV,FM,2020-07-21 00:00:00+00:00,2020,Fire,2020-07-21 00:00:00+00:00,2020-07-23 00:00:00+00:00,,False,32,031,99031,Washoe (County),20212,,2023-05-22T03:41:22.800Z,c88eeae5e9a2ac869ae9894b34cdcfb7cf1ba20b,2bc395aa-af85-42fe-9a48-00ccffaeb8e0,2020
FM-5321-UT,5321,UT,FM,2020-07-13 00:00:00+00:00,2020,Fire,2020-07-13 00:00:00+00:00,2020-07-15 00:00:00+00:00,,False,49,053,99053,Washington (County),20211,,2023-05-22T03:41:22.800Z,b2647a453155ea7e2ddb7753853e1448f59eb9c7,cc26a4b6-600e-40e6-b63d-a01684d63c0c,2020
FM-5320-WA,5320,WA,FM,2020-07-12 00:00:00+00:00,2020,Fire,2020-07-11 00:00:00+00:00,2020-07-15 00:00:00+00:00,,False,53,017,99017,Douglas (County),20210,,2023-05-22T03:41:22.800Z,0f390eb305dbc15d223908d54124f1794af176c5,cc75b759-c4fa-416e-80fb-5469f468aa22,2020
FM-5319-NV,5319,NV,FM,2020-07-07 00:00:00+00:00,2020,Fire,2020-07-06 00:00:00+00:00,2020-07-11 00:00:00+00:00,,False,32,005,99005,Douglas (County),20207,,2023-05-22T03:41:22.800Z,4211ed9a140f9ff76c63340ba206a04b23ca0dbe,8d3bdfd3-8f6a-4283-bf6e-22537d630c79,2020
FM-5318-UT,5318,UT,FM,2020-06-28 00:00:00+00:00,2020,Fire,2020-06-28 00:00:00+00:00,2020-06-30 00:00:00+00:00,,False,49,049,99049,Utah (County),20203,,2023-05-22T03:41:22.800Z,2c61037f49f4ec34c8148549d8e3c3cf6981745e,7ede1f48-5086-42c2-802e-e52e842c6531,2020
FM-5317-UT,5317,UT,FM,2020-06-28 00:00:00+00:00,2020,Fire,2020-06-28 00:00:00+00:00,2020-07-05 00:00:00+00:00,,False,49,027,99027,Millard (County),20202,,2023-05-22T03:41:22.800Z,0db99a3ce29c381a42ffd02edb3a7d154a73617c,89e6a620-faea-4f8f-82b2-cb128b0b9b43,2020
FM-5316-NV,5316,NV,FM,2020-06-27 00:00:00+00:00,2020,Fire,2020-06-27 00:00:00+00:00,2020-07-04 00:00:00+00:00,,False,32,031,99031,Washoe (County),20204,,2023-05-22T03:41:22.800Z,201ec6641720c28a5d48ee7cf9b4c6afcca4ddd2,cca2e2b4-0e58-4cba-a003-31ede5458b52,2020
FM-5315-AZ,5315,AZ,FM,2020-06-27 00:00:00+00:00,2020,Fire,2020-06-27 00:00:00+00:00,,,False,04,013,99013,Maricopa (County),20205,,2023-05-22T03:41:22.800Z,13b677724ad4d4588199a9aaca2bc0b398ee9455,3a59e659-95f0-4956-8ab4-637cef26b8f8,2020
FM-5314-AZ,5314,AZ,FM,2020-06-23 00:00:00+00:00,2020,Fire,2020-06-23 00:00:00+00:00,,,False,04,013,99013,Maricopa (County),20201,,2023-05-22T03:41:22.800Z,dbe890dd9e75639c0338041ead2e74d48a43ac66,09ada2e8-6a9f-45cf-b19d-1c4aa352253c,2020
FM-5312-AZ,5312,AZ,FM,2020-06-11 00:00:00+00:00,2020,Fire,2020-06-11 00:00:00+00:00,,,False,04,019,99019,Pima (County),20197,,2023-05-22T03:41:22.800Z,9d273d4e70901c4a4873123c9cf84e4a4915ef7e,ce664480-ac5d-4b11-b76e-fc8f08964750,2020
FM-5311-AZ,5311,AZ,FM,2020-05-30 00:00:00+00:00,2020,Fire,2020-05-30 00:00:00+00:00,,,False,04,013,99013,Maricopa (County),20191,,2023-05-22T03:41:22.800Z,4b0c8e8a869876ccf2b76b59ba6e3f378240624b,4b8560ad-40c3-4f0f-a9af-c6bb49da248f,2020
FM-5310-AZ,5310,AZ,FM,2020-05-18 00:00:00+00:00,2020,Fire,2020-05-17 00:00:00+00:00,,,False,04,013,99013,Maricopa (County),20186,,2023-05-22T03:41:22.800Z,1f176caeefaf8c1c6ee5fabe1b173a3b7642087c,209a1af5-86d9-4f95-9aca-40f055494610,2020
FM-5308-FL,5308,FL,FM,2020-05-07 00:00:00+00:00,2020,Fire,2020-05-06 00:00:00+00:00,2020-06-02 00:00:00+00:00,2023-05-15T00:00:00.000Z,False,12,131,99131,Walton (County),20179,,2023-05-22T03:41:22.800Z,3f8fff8fe7946e9a3695ed805e6bba0b5846264d,24b0f872-a6ef-4e05-b6dc-c21160f1fb75,2020
FM-5306-OK,5306,OK,FM,2020-03-07 00:00:00+00:00,2020,Fire,2020-03-07 00:00:00+00:00,2020-03-11 00:00:00+00:00,2021-09-28T00:00:00.000Z,False,40,007,99007,Beaver (County),20010,,2023-05-22T03:41:22.800Z,2ade8c81246539cdf51fc86af203316bd11b250d,8db20475-a3f8-4c0e-bcdf-0453f31dea02,2020
FM-5292-UT,5292,UT,FM,2019-08-30 00:00:00+00:00,2019,Fire,2019-08-30 00:00:00+00:00,2019-08-31 00:00:00+00:00,,False,49,011,99011,Davis (County),19073,,2023-05-22T03:41:22.800Z,fda74d2f2c0239c566d232bc9957561d6b034edb,214067d2-86db-4985-9507-39b18cb1d0c3,2019
