femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,lastRefresh,hash,id,year
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,025,99025,Breathitt (County),23027,,2023-05-22T03:41:22.800Z,e46ce3a24e5141b9961bad107a8962db07bac773,44a17697-a774-4f17-8152-7f7332d3a541,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,033,99033,Caldwell (County),23027,,2023-05-22T03:41:22.800Z,dafca73bcdc07ee0696ff0b0ef245000e6531e49,47f0394d-b391-47a4-864d-26abb3736259,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,043,99043,Carter (County),23027,,2023-05-22T03:41:22.800Z,d6d0f0665f6e82bdd3d178f44f34215690e98075,adc3d872-63d9-425a-9275-387633356b04,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,051,99051,Clay (County),23027,,2023-05-22T03:41:22.800Z,546d9996e7c7f48e538ac8b37564623c0b4471db,7ef11c7e-1969-4163-94b2-239f87012c67,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,063,99063,Elliott (County),23027,,2023-05-22T03:41:22.800Z,124f3633eba8c16f2b6de4e25400aa25a00b1f87,fd6ab98d-64e4-41c4-b7d8-b54727bff1a4,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,071,99071,Floyd (County),23027,,2023-05-22T03:41:22.800Z,407b2fd51e883ffbc278f0bc0cca3ddde73929ae,7a86dae5-c2e2-4fd6-83bb-329fb744fb42,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,095,99095,Harlan (County),23027,,2023-05-22T03:41:22.800Z,d91b668cdaed41b4be834371d1c20d63397edb0e,d8651fbf-55d6-4882-8d7e-318b70724218,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,099,99099,Hart (County),23027,,2023-05-22T03:41:22.800Z,0ea20862d05aef00e1f341856212743e7f82bd9b,22a3fce4-3f43-4bca-a9b3-f75e614a1968,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,115,99115,Johnson (County),23027,,2023-05-22T03:41:22.800Z,87c8cd3db7089a4105729d71fb889a70d40bed4b,6c99a059-a544-4ce7-8ac4-ffc6e5ef2568,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,119,99119,Knott (County),23027,,2023-05-22T03:41:22.800Z,2a1b0d16bbcd8acc4d145519241ececce6eaae18,53875741-4c3a-4ba9-bee9-8af4210ce700,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,127,99127,Lawrence (County),23027,,2023-05-22T03:41:22.800Z,f6b1cdba667897a6897a79b0842febeae975e850,e0858fef-b6a8-424c-8905-af5f85284f73,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,129,99129,Lee (County),23027,,2023-05-22T03:41:22.800Z,9ef3bad26e87de5a1af93f9abe3aa902aa8cc481,f7388e41-8d0a-4ac6-a33d-b65e366e698e,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,131,99131,Leslie (County),23027,,2023-05-22T03:41:22.800Z,5dff69d671b06ee03780095f7591a4f7064ee1d4,85aadc4a-7cc9-4353-9cdc-8ff03d61803d,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,133,99133,Letcher (County),23027,,2023-05-22T03:41:22.800Z,913d2f10440af8158084bc6429d717ee8928e015,2c944bfe-ff29-4766-9562-3d561be25da1,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,153,99153,Magoffin (County),23027,,2023-05-22T03:41:22.800Z,542074e71a3c6ab7150c174a6bf8319cfe122ba1,14028686-8b27-4e6c-ad03-cd6fcffa574f,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,175,99175,Morgan (County),23027,,2023-05-22T03:41:22.800Z,e3884753cc3686d419846b29d1aefe8ac53fb7ce,61596728-c6fd-47a2-82a4-7aaa43b50c1b,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,189,99189,Owsley (County),23027,,2023-05-22T03:41:22.800Z,6ff82e0d2502b2e8f655db75c28d80b9da28b74b,d3cf1420-ba3f-4c00-984f-ae02d88e5c82,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,193,99193,Perry (County),23027,,2023-05-22T03:41:22.800Z,8684e6350e50061854075d3120c239c3177b653e,74f18476-ed17-4c44-baf2-cc8654986db1,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,197,99197,Powell (County),23027,,2023-05-22T03:41:22.800Z,9ef2b510841a072c1936e24bd97612b3501a9d42,ce8fdab2-7174-469f-be0e-1dad993c41ad,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,235,99235,Whitley (County),23027,,2023-05-22T03:41:22.800Z,a2dbabf4546f85738eeec3d919d511d34b388a75,8139f222-2aab-4592-9d56-0011bac57ec3,2023
DR-4711-KY,4711,KY,DR,2023-05-09 00:00:00+00:00,2023,Flood,2023-02-15 00:00:00+00:00,2023-02-20 00:00:00+00:00,,False,21,237,99237,Wolfe (County),23027,,2023-05-22T03:41:22.800Z,1670a40c69e48f4c042a9978f7cfed8371c64f6f,410bcc60-f6d2-49dd-9266-b9837fc8d518,2023
DR-4710-AL,4710,AL,DR,2023-05-05 00:00:00+00:00,2023,Severe Storm,2023-03-24 00:00:00+00:00,2023-03-27 00:00:00+00:00,,False,01,017,99017,Chambers (County),23046,,2023-05-22T03:41:22.800Z,ce2521bad0cf42d7990ac7fdd519e1a0178aff62,e6320e3a-0bf1-4f01-ad30-2cb35ec5d353,2023
DR-4710-AL,4710,AL,DR,2023-05-05 00:00:00+00:00,2023,Severe Storm,2023-03-24 00:00:00+00:00,2023-03-27 00:00:00+00:00,,False,01,033,99033,Colbert (County),23046,,2023-05-22T03:41:22.800Z,6f769d38cbbb6b63d99cd6267c1330edfdffc23e,812535d8-abeb-4aff-b38a-3d32ef78e6d0,2023
DR-4710-AL,4710,AL,DR,2023-05-05 00:00:00+00:00,2023,Severe Storm,2023-03-24 00:00:00+00:00,2023-03-27 00:00:00+00:00,,False,01,037,99037,Coosa (County),23046,,2023-05-22T03:41:22.800Z,a6996e82d089a042c3167d21a9cb0fcaa804e06b,7dfbc4dc-8726-41b9-b0de-2ad31ace907f,2023
DR-4710-AL,4710,AL,DR,2023-05-05 00:00:00+00:00,2023,Severe Storm,2023-03-24 00:00:00+00:00,2023-03-27 00:00:00+00:00,,False,01,051,99051,Elmore (County),23046,,2023-05-22T03:41:22.800Z,05efe1250271fb8f4c00e69df84014b73c7c0729,dd3bf1a1-640e-48d0-94c8-f2192c689304,2023
DR-4710-AL,4710,AL,DR,2023-05-05 00:00:00+00:00,2023,Severe Storm,2023-03-24 00:00:00+00:00,2023-03-27 00:00:00+00:00,,False,01,077,99077,Lauderdale (County),23046,,2023-05-22T03:41:22.800Z,4e912f08d188a1c9aad1ae1b66513e0e5eeb4927,e51ba9f6-375e-43f3-8e63-42f0961ae3c6,2023
DR-4710-AL,4710,AL,DR,2023-05-05 00:00:00+00:00,2023,Severe Storm,2023-03-24 00:00:00+00:00,2023-03-27 00:00:00+00:00,,False,01,087,99087,Macon (County),23046,,2023-05-22T03:41:22.800Z,01522150ec8c6f2628302dd27031d6db9b62c902,c70710ae-9652-4ad2-b400-779fd97c7bcc,2023
DR-4710-AL,4710,AL,DR,2023-05-05 00:00:00+00:00,2023,Severe Storm,2023-03-24 00:00:00+00:00,2023-03-27 00:00:00+00:00,,False,01,093,99093,Marion (County),23046,,2023-05-22T03:41:22.800Z,50f7e26ab3c4eec44846ed22b38616d57ea063b3,2a9bc60d-48e5-4859-914a-934bc79e5340,2023
DR-4710-AL,4710,AL,DR,2023-05-05 00:00:00+00:00,2023,Severe Storm,2023-03-24 00:00:00+00:00,2023-03-27 00:00:00+00:00,,False,01,103,99103,Morgan (County),23046,,2023-05-22T03:41:22.800Z,a0cc612a2ec9126c5bf70f377409a244d79d5d89,08d611d5-8045-4b0e-8c81-4999a5bdafcc,2023
DR-4710-AL,4710,AL,DR,2023-05-05 00:00:00+00:00,2023,Severe Storm,2023-03-24 00:00:00+00:00,2023-03-27 00:00:00+00:00,,False,01,111,99111,Randolph (County),23046,,2023-05-22T03:41:22.800Z,be17715efa2e85814bb24e5040c6323b813f52ed,fed5a64c-313b-4e43-9a2c-c220b99e7f49,2023
DR-4710-AL,4710,AL,DR,2023-05-05 00:00:00+00:00,2023,Severe Storm,2023-03-24 00:00:00+00:00,2023-03-27 00:00:00+00:00,,False,01,123,99123,Tallapoosa (County),23046,,2023-05-22T03:41:22.800Z,bace28a1c19e41ffb5355968a3ff859a38c9b8cd,760abed8-617a-4b01-a5ce-d9eb90224a4b,2023
DR-4709-FL,4709,FL,DR,2023-04-27 00:00:00+00:00,2023,Flood,2023-04-12 00:00:00+00:00,2023-04-14 00:00:00+00:00,,False,12,011,99011,Broward (County),23045,2023-06-27T00:00:00.000Z,2023-05-22T03:41:22.800Z,4560e8406d6fdc3dbd8da3d6d508faa24e9dd2f7,17f611d5-d99c-44de-950d-2872ffb6d531,2023
DR-4708-NV,4708,NV,DR,2023-04-27 00:00:00+00:00,2023,Flood,2023-03-08 00:00:00+00:00,2023-03-19 00:00:00+00:00,,False,32,005,99005,Douglas (County),23041,,2023-05-22T03:41:22.800Z,6035405e9020cc63d66cb1b564008934d5d97ff1,ddb307d0-2b62-4d14-8fcc-6f7f05f9e54d,2023
DR-4708-NV,4708,NV,DR,2023-04-27 00:00:00+00:00,2023,Flood,2023-03-08 00:00:00+00:00,2023-03-19 00:00:00+00:00,,False,32,011,99011,Eureka (County),23041,,2023-05-22T03:41:22.800Z,53bb289a3941d2f688625df74fe52763be4c6d34,b29d07ac-40cb-4dda-b75a-53e64fc9aa73,2023
DR-4708-NV,4708,NV,DR,2023-04-27 00:00:00+00:00,2023,Flood,2023-03-08 00:00:00+00:00,2023-03-19 00:00:00+00:00,,False,32,017,99017,Lincoln (County),23041,,2023-05-22T03:41:22.800Z,d6f0829f14326456501ea3bf4fe3d2728c884c3d,e075dd13-3066-47c3-905e-57512e167f14,2023
DR-4708-NV,4708,NV,DR,2023-04-27 00:00:00+00:00,2023,Flood,2023-03-08 00:00:00+00:00,2023-03-19 00:00:00+00:00,,False,32,019,99019,Lyon (County),23041,,2023-05-22T03:41:22.800Z,a77348ec5acaa2338ace782a5bc0d9f939586b50,77754bb8-8c88-4662-9a89-4cc7ef1fed31,2023
DR-4708-NV,4708,NV,DR,2023-04-27 00:00:00+00:00,2023,Flood,2023-03-08 00:00:00+00:00,2023-03-19 00:00:00+00:00,,False,32,021,99021,Mineral (County),23041,,2023-05-22T03:41:22.800Z,af9cacf4dffc7f275a05925d97274896782fc841,0d43f899-083e-4176-803e-95f8b14a10d5,2023
DR-4708-NV,4708,NV,DR,2023-04-27 00:00:00+00:00,2023,Flood,2023-03-08 00:00:00+00:00,2023-03-19 00:00:00+00:00,,False,32,029,99029,Storey (County),23041,,2023-05-22T03:41:22.800Z,0215358182916179a1cfd3fe9c22a66ca5755227,da81fcc2-a506-407d-929c-999c74d1e569,2023
DR-4728-IL,4728,IL,DR,2023-08-15 00:00:00+00:00,2023,Severe Storm,2023-06-29 00:00:00+00:00,2023-07-02 00:00:00+00:00,,False,17,023,99023,Clark (County),23086,2023-10-30T00:00:00.000Z,2023-10-12T17:21:19.369Z,a0d07bb7b070f01a75f72ae9ae42425c8c052812,e79233f0-c83e-425e-a494-b6b846dfbcd6,2023
DR-4706-OK,4706,OK,DR,2023-04-24 00:00:00+00:00,2023,Tornado,2023-04-19 00:00:00+00:00,2023-04-20 00:00:00+00:00,,False,40,027,99027,Cleveland (County),23044,2023-06-23T00:00:00.000Z,2023-05-22T03:41:22.800Z,a2b96bd89ea440c5fa2961babf06511a8fa43e63,4a7e77b6-d5ab-4094-99a8-79172066f9a4,2023
DR-4706-OK,4706,OK,DR,2023-04-24 00:00:00+00:00,2023,Tornado,2023-04-19 00:00:00+00:00,2023-04-20 00:00:00+00:00,,False,40,087,99087,McClain (County),23044,2023-06-23T00:00:00.000Z,2023-05-22T03:41:22.800Z,45fd8632371d22b3bdd57496043fa7b8e92c9368,0a01ff9c-a228-4ff7-b950-979735dba876,2023
DR-4706-OK,4706,OK,DR,2023-04-24 00:00:00+00:00,2023,Tornado,2023-04-19 00:00:00+00:00,2023-04-20 00:00:00+00:00,,False,40,125,99125,Pottawatomie (County),23044,2023-06-23T00:00:00.000Z,2023-05-22T03:41:22.800Z,d0a2570a6d504ae4297ab23a07710af5a65f6d51,93cb7460-c67b-4c71-9fa0-60541bae64a6,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,001,99001,Anderson (County),23043,,2023-05-22T03:41:22.800Z,76d905d94edbca77b6dc5066abb3955341c789a4,54d2c517-806e-4fb8-a95b-386092675d67,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,021,99021,Bastrop (County),23043,,2023-05-22T03:41:22.800Z,aefcc95fbb96251ca8adb6bb160d38f853d07964,6925bf6d-9883-4b1f-9c23-32b691277297,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,031,99031,Blanco (County),23043,,2023-05-22T03:41:22.800Z,70f066b05feb7049fe721f24691e1228068827f6,6128cb94-8d23-4010-ad29-34b5ff58be15,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,051,99051,Burleson (County),23043,,2023-05-22T03:41:22.800Z,36cb8207df92a99254f991a483bdee1306c9899a,ce5490d5-1a99-43df-99c4-44071589bc96,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,053,99053,Burnet (County),23043,,2023-05-22T03:41:22.800Z,8109911f6762af0434eec75e3d9cb6909e23de5f,b136344f-caa5-49be-b16b-27786c46a510,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,145,99145,Falls (County),23043,,2023-05-22T03:41:22.800Z,ddddf65982be3c0351cdd42b5910f7a6204ca8a9,c74e4646-7dc3-4f70-b176-23cd1920f6f8,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,171,99171,Gillespie (County),23043,,2023-05-22T03:41:22.800Z,76b048db31611313b9a645870032113ea5cba585,38ea525e-313f-46f5-b659-5b1b3b28d397,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,209,99209,Hays (County),23043,,2023-05-22T03:41:22.800Z,de17296f0a3623df12e71baf7ddcc4c9c610ee55,ad0095c1-a384-4833-b2aa-37f9dca19778,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,213,99213,Henderson (County),23043,,2023-05-22T03:41:22.800Z,634b6ad7e6dbd5b41b01b5ed4098391eddc1ebdd,7199db9e-e7a7-47c5-88dc-d2f52236e2b7,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,223,99223,Hopkins (County),23043,,2023-05-22T03:41:22.800Z,6b839ac5505c105d4e9f624f9aa27dc21e610716,ae882df0-79c8-49f4-b8ba-b3b5b14806ac,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,259,99259,Kendall (County),23043,,2023-05-22T03:41:22.800Z,2709feaa5f9527c41413236305e24c2e339a7752,8f3ddc92-095f-4eb5-ac37-f23cea01da3a,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,265,99265,Kerr (County),23043,,2023-05-22T03:41:22.800Z,a04659404ab9f4088dc0389e18af4bb33e97f009,bc3ebb84-058d-43ad-8844-fe2c8facaf34,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,267,99267,Kimble (County),23043,,2023-05-22T03:41:22.800Z,29caa3601b672b5ad4770b2303439e25969f523a,2662a068-adec-4abb-a19c-87f69a015227,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,287,99287,Lee (County),23043,,2023-05-22T03:41:22.800Z,32c6b942f51601c1721544e96a2d226722f47093,3491b079-658d-436a-8214-1ba30115a842,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,289,99289,Leon (County),23043,,2023-05-22T03:41:22.800Z,85d36139741d05df648f0e9257f8708098615ee0,0a0b2d1d-2436-40b9-af9c-91c9edb2bf18,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,293,99293,Limestone (County),23043,,2023-05-22T03:41:22.800Z,4eeac7ae15df01f5cce7188fdb336c5749b8853f,9e5f7b88-249c-4f14-9faa-75a0279e5d35,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,331,99331,Milam (County),23043,,2023-05-22T03:41:22.800Z,371a1bdc940a35780faa165e983fdeec93617de1,69b3132e-d4c6-40cc-b261-0a1837facac7,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,387,99387,Red River (County),23043,,2023-05-22T03:41:22.800Z,f68ac21969093ed39caaa457b3deb5fc9a429820,0b603de0-1187-4b4d-a144-44f0246b0053,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,395,99395,Robertson (County),23043,,2023-05-22T03:41:22.800Z,5760ac2754cbc813f0d3f5dcc287363a1185744f,d161b9f5-00cb-49d3-8dfb-4a2aa1285c9d,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,453,99453,Travis (County),23043,,2023-05-22T03:41:22.800Z,f6df80f2f87b0278c086fe1c7e92a5017a485854,f3d10447-9bde-434b-8e3b-900582ef4e2f,2023
DR-4705-TX,4705,TX,DR,2023-04-21 00:00:00+00:00,2023,Winter Storm,2023-01-30 00:00:00+00:00,2023-02-02 00:00:00+00:00,,False,48,491,99491,Williamson (County),23043,,2023-05-22T03:41:22.800Z,963bc8b6eedc04af53d9aca83a0fd6c8e0759f23,9a98f1b8-7ecd-4d5a-83de-e66056f74fcb,2023
DR-4704-IN,4704,IN,DR,2023-04-15 00:00:00+00:00,2023,Severe Storm,2023-03-31 00:00:00+00:00,2023-04-01 00:00:00+00:00,,False,18,003,99003,Allen (County),23039,2023-06-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,74828a5c99f0811645a71c637bb5b30f5a858b1a,a5132965-e54c-4ec5-9f39-848b3d3f3618,2023
DR-4728-IL,4728,IL,DR,2023-08-15 00:00:00+00:00,2023,Severe Storm,2023-06-29 00:00:00+00:00,2023-07-02 00:00:00+00:00,,False,17,029,99029,Coles (County),23086,2023-10-30T00:00:00.000Z,2023-10-12T17:21:19.369Z,af1d96fcd6b02461a8f3d98556cb2adc7d14d2b1,3c834ee7-c75f-41d0-be42-d35003b89d66,2023
DR-4728-IL,4728,IL,DR,2023-08-15 00:00:00+00:00,2023,Severe Storm,2023-06-29 00:00:00+00:00,2023-07-02 00:00:00+00:00,,False,17,035,99035,Cumberland (County),23086,2023-10-30T00:00:00.000Z,2023-10-12T17:21:19.369Z,fbe08067b9ee3b51f8bb36ffef80890fde5aa14d,8a097d63-5c07-4e0b-a1cb-8dad56594be6,2023
DR-4704-IN,4704,IN,DR,2023-04-15 00:00:00+00:00,2023,Severe Storm,2023-03-31 00:00:00+00:00,2023-04-01 00:00:00+00:00,,False,18,053,99053,Grant (County),23039,2023-06-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,ea968d01042fe6b23f23ff01cc872c6d4c9b199b,3234f389-a581-43bf-8efc-1e0bc10b77f7,2023
DR-4704-IN,4704,IN,DR,2023-04-15 00:00:00+00:00,2023,Severe Storm,2023-03-31 00:00:00+00:00,2023-04-01 00:00:00+00:00,,False,18,067,99067,Howard (County),23039,2023-06-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,83346fdc11a4fdb4d0d76bc48c51e9761ec214be,fd4d29a3-a9c2-4fb8-bd72-e5b96cf0be8b,2023
DR-4728-IL,4728,IL,DR,2023-08-15 00:00:00+00:00,2023,Severe Storm,2023-06-29 00:00:00+00:00,2023-07-02 00:00:00+00:00,,False,17,039,99039,De Witt (County),23086,2023-10-30T00:00:00.000Z,2023-10-12T17:21:19.369Z,0c5f246a341b22265ea8ad752f29e36808df92ad,28fd5b4e-38f7-46c5-be6b-932a5bdc16d1,2023
DR-4704-IN,4704,IN,DR,2023-04-15 00:00:00+00:00,2023,Severe Storm,2023-03-31 00:00:00+00:00,2023-04-01 00:00:00+00:00,,False,18,089,99089,Lake (County),23039,2023-06-14T00:00:00.000Z,2023-05-22T03:41:22.800Z,c49c241c946a4efcdf7882fecf12db8dabc9d088,fd01c306-ef91-4383-a3a2-96321b137414,2023
DR-4728-IL,4728,IL,DR,2023-08-15 00:00:00+00:00,2023,Severe Storm,2023-06-29 00:00:00+00:00,2023-07-02 00:00:00+00:00,,False,17,041,99041,Douglas (County),23086,2023-10-30T00:00:00.000Z,2023-10-12T17:21:19.369Z,2a92d6fff44587336ea875ccd76b2c235b885d59,0f4adad8-6b37-44bb-9820-4b85bd8dfe88,2023
DR-4728-IL,4728,IL,DR,2023-08-15 00:00:00+00:00,2023,Severe Storm,2023-06-29 00:00:00+00:00,2023-07-02 00:00:00+00:00,,False,17,045,99045,Edgar (County),23086,2023-10-30T00:00:00.000Z,2023-10-12T17:21:19.369Z,6ac82f1686b8153301b7b2749dcca1e648d0675a,951a8f1d-3ecc-4309-beeb-5a5fa40485c9,2023
DR-4728-IL,4728,IL,DR,2023-08-15 00:00:00+00:00,2023,Severe Storm,2023-06-29 00:00:00+00:00,2023-07-02 00:00:00+00:00,,False,17,067,99067,Hancock (County),23086,2023-10-30T00:00:00.000Z,2023-10-12T17:21:19.369Z,8520e352a3d7eaacd98d5910f33ba94f905e6638,badc7f1a-c6b5-4e67-848c-ef899a3abff1,2023
DR-4728-IL,4728,IL,DR,2023-08-15 00:00:00+00:00,2023,Severe Storm,2023-06-29 00:00:00+00:00,2023-07-02 00:00:00+00:00,,False,17,109,99109,McDonough (County),23086,2023-10-30T00:00:00.000Z,2023-10-12T17:21:19.369Z,3f83382f0f73dcaab8a5ccf4f4c5ec75e5bce74a,1993f17e-18ae-4f40-8997-dfbb76f3fd7a,2023
DR-4728-IL,4728,IL,DR,2023-08-15 00:00:00+00:00,2023,Severe Storm,2023-06-29 00:00:00+00:00,2023-07-02 00:00:00+00:00,,False,17,115,99115,Macon (County),23086,2023-10-30T00:00:00.000Z,2023-10-12T17:21:19.369Z,c998b8af02f177f739e4ad94dc53963e1c3f0976,b37f50c6-9a5f-439a-ab56-70b44e87c135,2023
DR-4703-AZ,4703,AZ,DR,2023-04-11 00:00:00+00:00,2023,Severe Storm,2023-01-14 00:00:00+00:00,2023-01-17 00:00:00+00:00,,True,04,000,48845,Navajo Nation Reservation (Also NM and UT),23024,,2023-05-22T03:41:22.800Z,97919193804264af22b02e78046f01e7b32344c1,e74d8b6a-f0c0-44d5-9e06-e90c8a761f6e,2023
DR-4702-KY,4702,KY,DR,2023-04-10 00:00:00+00:00,2023,Severe Storm,2023-03-03 00:00:00+00:00,2023-03-04 00:00:00+00:00,,False,21,001,99001,Adair (County),23029,,2023-05-22T03:41:22.800Z,bd63c306f3e43f150bf34543a66df280ba7e592a,2fe56539-1d3c-4e18-b648-4cf7bab8db29,2023
DR-4702-KY,4702,KY,DR,2023-04-10 00:00:00+00:00,2023,Severe Storm,2023-03-03 00:00:00+00:00,2023-03-04 00:00:00+00:00,,False,21,003,99003,Allen (County),23029,,2023-05-22T03:41:22.800Z,468cba042e34494bf528c59368e08ca924d10601,020b8615-f561-4921-afe9-0657c23eb991,2023
